recording_date,session_name,file_name,MessageName,DataBytes,ID,source,Longitude,Latitude,ATC_ASRInformationSignal,ABS_EBSAmberWarningSignal,EBSRedWarningSignal,DNRmodeReq_EVCU1,insulation_monitor_error_code,insulation_monitor_error_level,insulation_resistance_parallel,insulation_resistance_negative,insulation_resistance_postive,insulation_monitor_status,cell3_voltage,cell2_voltage,cell1_voltage,cell_num_cell_voltage,box_num_cell_voltage,motor_2_error_code,motor_2_error_level,motor_2_error_status,motor_2_controller_temperature,motor_2_temperature,heat_management_error_code,heat_management_error_level,compressor_working_mode,heat_management_working_mode,expansion_tank_level,outlet_water_temperature,inlet_water_temperature,battery_error_code,battery_error_level,charge_status,charge_connection,battery_status,battery_soc,battery_current,battery_voltage,location_for_highest_pole_temp,highest_pole_temperature,pack_no_of_lowest_cell_temp,cell_no_of_lowest_cell_temp,lowest_cell_temperature,pack_no_of_highest_cell_temp,cell_no_of_highest_cell_temp,highest_cell_temperature,pack_no_of_lowest_cell_voltage,cell_no_of_lowest_cell_voltage,lowest_cell_voltage,pack_no_of_highest_cell_voltage,cell_no_of_highest_cell_voltage,highest_cell_voltage,brake_pedal_status,fire_alarm,driving_system_error_indicator,vehicle_current_mileage,vehicle_accumulated_mileage,brake_pedal_percent,acc_pedal_percent,cell6_temperature,cell5_temperature,cell4_temperature,cell3_temperature,cell2_temperature,cell1_temperature,cell_num_cell_temperature,box_num_cell_temperature,brake_vacuum_pump_status,battery_voltage_24V,auxiliary_air_pressure,parking_air_pressure,rear_air_pressure,front_air_pressure,ATS_working_mode,ATS_error,ATS_emergency,motor_instant_power,battery_soh,TachoVehSpeed_SPN1624,motor_1_error_code,motor_1_error_level,motor_1_error_status,motor_1_controller_temperature,motor_1_temperature,timestamp,cells_voltage_max_difference,water_temperature_difference,minimum_insulation_resistance,minimum_air_pressure,highest_cell_temperature_gradient
2025-04-02,00000029_2,43.0,Vehicle_Air_Pressure,"[81, 79, 80, 87, 0, 0, 0, 0]",0xC41D017,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.7,8.0,7.9,8.100000000000001,,,,,,,,,,,,2025-04-02 11:53:20.272550,,,,7.9,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.291600,,,,,
2025-04-02,00000029_2,43.0,PGN_0x003900,"[64, 0, 224, 62, 0, 230, 64, 224]",0x183918D0,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,24.0,6.0,0.0,22.0,0.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.301750,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.451400,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.462850,,,,,
2025-04-02,00000029_2,43.0,Vehicle_Air_Pressure,"[81, 79, 80, 87, 0, 0, 0, 0]",0xC41D017,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.7,8.0,7.9,8.100000000000001,,,,,,,,,,,,2025-04-02 11:53:20.474800,,,,7.9,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.491500,,,,,
2025-04-02,00000029_2,43.0,Vehicle_Air_Pressure,"[81, 79, 80, 87, 0, 0, 0, 0]",0xC41D017,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.7,8.0,7.9,8.100000000000001,,,,,,,,,,,,2025-04-02 11:53:20.522100,,,,7.9,
2025-04-02,00000029_2,43.0,TCO1,"[75, 255, 255, 197, 74, 25, 204, 39]",0xCFE6CEE,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.796875,,,,,,2025-04-02 11:53:20.531450,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.611350,,,,,
2025-04-02,00000029_2,43.0,EBC1,"[79, 25, 243, 255, 255, 16, 11, 243]",0x18F0010B,y,,,0 - Off,1 - On,0 - Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.623350,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.661300,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.691400,,,,,
2025-04-02,00000029_2,43.0,TCO1,"[75, 255, 255, 197, 39, 25, 153, 39]",0xCFE6CEE,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.59765625,,,,,,2025-04-02 11:53:20.731350,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.781250,,,,,
2025-04-02,00000029_2,43.0,Motor_2_Data,"[228, 37, 245, 12, 71, 65, 9, 0]",0x183518D1,x,,,,,,,,,,,,,,,,,,0 - normal,0 - normal,"0 - initialization, precharge, etc.",25.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.797250,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 3, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.841250,,,,,
2025-04-02,00000029_2,43.0,PGN_0x007100,"[126, 165, 166, 119, 207, 250, 2, 0]",0xC71D0D4,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,2025-04-02 11:53:20.861800,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.891250,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 3, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:20.961200,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.091200,,,,,
2025-04-02,00000029_2,43.0,Vehicle_Air_Pressure,"[80, 80, 80, 87, 0, 0, 0, 0]",0xC41D017,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.7,8.0,8.0,8.0,,,,,,,,,,,,2025-04-02 11:53:21.121900,,,,8.0,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.181100,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 3, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.201250,,,,,
2025-04-02,00000029_2,43.0,EBC1,"[79, 34, 243, 255, 255, 16, 11, 243]",0x18F0010B,y,,,0 - Off,1 - On,0 - Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.223100,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 2, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.231100,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 2, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.271050,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.291150,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.301050,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 2, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.311050,,,,,
2025-04-02,00000029_2,43.0,Battery_Details,"[160, 165, 232, 119, 208, 0, 2, 0]",0x184617D0,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - normal,0 - Level 0 Fault,0 - Not Charging,0 - Not Connected,2 - Normal,83.2,-65.19999999999982,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.327050,,,,,
2025-04-02,00000029_2,43.0,PGN_0x005200,"[0, 13, 4, 0, 1, 0, 0, 1]",0x1852D6D0,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.335050,,,,,
2025-04-02,00000029_2,43.0,PGN_0x007100,"[166, 165, 204, 119, 207, 250, 2, 0]",0xC71D0D4,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,2025-04-02 11:53:21.361450,,,,,
2025-04-02,00000029_2,43.0,PGN_0x007300,"[232, 6, 62, 62, 255, 255, 255, 255]",0x1873D7D4,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,215.0,215.0,215.0,22.0,22.0,6.0,8.0,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.362000,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.371050,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 2, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.431000,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.461000,,,,,
2025-04-02,00000029_2,43.0,PGN_0x007100,"[166, 165, 240, 119, 207, 250, 2, 0]",0xC71D0D4,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,2025-04-02 11:53:21.461450,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 3, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.481000,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.491100,,,,,
2025-04-02,00000029_2,43.0,TCO1,"[75, 255, 255, 197, 147, 23, 25, 37]",0xCFE6CEE,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.09765625,,,,,,2025-04-02 11:53:21.531050,,,,,
2025-04-02,00000029_2,43.0,TCO1,"[75, 255, 255, 197, 130, 23, 0, 37]",0xCFE6CEE,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,2025-04-02 11:53:21.581050,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 2, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.590950,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 3, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.600950,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.610950,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 3, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.640950,,,,,
2025-04-02,00000029_2,43.0,Vehicle_Air_Pressure,"[80, 80, 80, 87, 0, 0, 0, 0]",0xC41D017,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.7,8.0,8.0,8.0,,,,,,,,,,,,2025-04-02 11:53:21.672300,,,,8.0,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.740850,,,,,
2025-04-02,00000029_2,43.0,PGN_0x007100,"[173, 165, 38, 120, 207, 250, 2, 0]",0xC71D0D4,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,2025-04-02 11:53:21.761300,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 1, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.780850,,,,,
2025-04-02,00000029_2,43.0,EBC1,"[79, 46, 243, 255, 255, 16, 11, 243]",0x18F0010B,y,,,0 - Off,1 - On,0 - Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.822850,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 3, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.880800,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 0, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.890900,,,,,
2025-04-02,00000029_2,43.0,EVCU1_DICO,"[65, 0, 120, 115, 0, 100, 2, 0]",0xCFF3F27,x,,,,,,1 - Drive mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.910800,,,,,
2025-04-02,00000029_2,43.0,EBC1,"[79, 46, 243, 255, 255, 16, 11, 243]",0x18F0010B,y,,,0 - Off,1 - On,0 - Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-02 11:53:21.922800,,,,,
